Add,Block ID,CLUE small area,Longitude,Latitude
316-318 Lygon Street CARLTON 3053,218,Carlton,144.96627,-37.80126
294-296 Lygon Street CARLTON 3053,218,Carlton,144.96603,-37.80168
292 Lygon Street CARLTON 3053,218,Carlton,144.96602,-37.80178
118-120 Elgin Street CARLTON 3053,224,Carlton,144.96954,-37.79888
118-120 Elgin Street CARLTON 3053,224,Carlton,144.96954,-37.79888
114-116 Rathdowne Street CARLTON 3053,224,Carlton,144.96957,-37.79859
176 Rathdowne Street CARLTON 3053,226,Carlton,144.96986,-37.79687
176 Rathdowne Street CARLTON 3053,226,Carlton,144.96986,-37.79687
174 Rathdowne Street CARLTON 3053,226,Carlton,144.96985,-37.79692
172 Rathdowne Street CARLTON 3053,226,Carlton,144.96984,-37.79696
168-170 Rathdowne Street CARLTON 3053,226,Carlton,144.96983,-37.79702
164 Rathdowne Street CARLTON 3053,226,Carlton,144.96982,-37.79711
191 Nicholson Street CARLTON 3053,232,Carlton,144.97361,-37.79732
163 Grattan Street CARLTON 3053,243,Carlton,144.9621,-37.80223
"Part Ground , 743-751 Swanston Street CARLTON 3053",243,Carlton,144.96233,-37.80226
680-682 Swanston Street CARLTON 3053,245,Carlton,144.96292,-37.80226
169 Lygon Street CARLTON 3053,246,Carlton,144.96514,-37.80336
177-179 Lygon Street CARLTON 3053,246,Carlton,144.96519,-37.80309
181-183 Lygon Street CARLTON 3053,246,Carlton,144.96519,-37.80309
189 Lygon Street CARLTON 3053,246,Carlton,144.96517,-37.80283
201-203 Lygon Street CARLTON 3053,246,Carlton,144.96536,-37.80253
111-113 Grattan Street CARLTON 3053,246,Carlton,144.96445,-37.80245
258 Lygon Street CARLTON 3053,247,Carlton,144.96585,-37.80278
256 Lygon Street CARLTON 3053,247,Carlton,144.96584,-37.80282
254 Lygon Street CARLTON 3053,247,Carlton,144.96584,-37.80287
"Unit 5, 252 Lygon Street CARLTON 3053",247,Carlton,144.96602,-37.80301
242-244 Lygon Street CARLTON 3053,247,Carlton,144.96594,-37.80315
232 Lygon Street CARLTON 3053,247,Carlton,144.96591,-37.8034
230 Lygon Street CARLTON 3053,247,Carlton,144.9659,-37.80344
222 Lygon Street CARLTON 3053,247,Carlton,144.96587,-37.80355
218-224 Drummond Street CARLTON 3053,248,Carlton,144.96728,-37.8028
218-224 Drummond Street CARLTON 3053,248,Carlton,144.96728,-37.8028
"Restaurant , 9-11 Nicholson Street CARLTON 3053",250,Carlton,144.97032,-37.8056
174-178 Lygon Street CARLTON 3053,252,Carlton,144.96546,-37.8047
166-168 Lygon Street CARLTON 3053,252,Carlton,144.96549,-37.80495
132-136 Lygon Street CARLTON 3053,252,Carlton,144.96538,-37.8056
128-130 Lygon Street CARLTON 3053,252,Carlton,144.96536,-37.80567
126 Lygon Street CARLTON 3053,252,Carlton,144.96539,-37.80608
126 Lygon Street CARLTON 3053,252,Carlton,144.96539,-37.80608
122 Lygon Street CARLTON 3053,252,Carlton,144.96539,-37.80608
114 Lygon Street CARLTON 3053,252,Carlton,144.96539,-37.80608
110 Lygon Street CARLTON 3053,252,Carlton,144.96539,-37.80608
118 Lygon Street CARLTON 3053,252,Carlton,144.96539,-37.80608
69-71 Pelham Street CARLTON 3053,252,Carlton,144.96586,-37.80491
"Floor 1, 90 Lygon Street CARLTON 3053",254,Carlton,144.96463,-37.80631
"Ground , 95-97 Lygon Street CARLTON 3053",254,Carlton,144.96463,-37.80631
121 Lygon Street CARLTON 3053,254,Carlton,144.96471,-37.80579
131-133 Lygon Street CARLTON 3053,254,Carlton,144.96475,-37.80561
"Ground , 149 Lygon Street CARLTON 3053",254,Carlton,144.9648,-37.80534
138 Queensberry Street CARLTON 3053,255,Carlton,144.96298,-37.80608
138 Queensberry Street CARLTON 3053,255,Carlton,144.96298,-37.80608
526-536 Swanston Street CARLTON 3053,255,Carlton,144.96232,-37.80594
"Ground , 55 Cardigan Street CARLTON 3053",265,Carlton,144.96296,-37.80708
"Ground , 55 Cardigan Street CARLTON 3053",265,Carlton,144.96296,-37.80708
"Part Ground , 62 Lygon Street CARLTON 3053",267,Carlton,144.96513,-37.80731
49 Rathdowne Street CARLTON 3053,268,Carlton,144.96725,-37.80741
"Shop 33, Ground ,  Grattan Street PARKVILLE 3010",270,Parkville,144.95991,-37.79839
"Shop 2, 1-5 Errol Street NORTH MELBOURNE 3051",345,North Melbourne,144.94766,-37.80652
"Shop 2, 1-5 Errol Street NORTH MELBOURNE 3051",345,North Melbourne,144.94766,-37.80652
47 Errol Street NORTH MELBOURNE 3051,345,North Melbourne,144.94775,-37.80555
47 Errol Street NORTH MELBOURNE 3051,345,North Melbourne,144.94775,-37.80555
63 Errol Street NORTH MELBOURNE 3051,345,North Melbourne,144.94789,-37.80524
69-71 Errol Street NORTH MELBOURNE 3051,345,North Melbourne,144.94777,-37.80509
69-71 Errol Street NORTH MELBOURNE 3051,345,North Melbourne,144.94777,-37.80509
81 Errol Street NORTH MELBOURNE 3051,345,North Melbourne,144.94797,-37.80487
50 Errol Street NORTH MELBOURNE 3051,354,North Melbourne,144.9488,-37.80578
34 Errol Street NORTH MELBOURNE 3051,354,North Melbourne,144.94841,-37.80599
6 Victoria Street NORTH MELBOURNE 3051,354,North Melbourne,144.94824,-37.80661
"Ground , 464 Victoria Street NORTH MELBOURNE 3051",354,North Melbourne,144.94923,-37.80665
"Ground , 464 Victoria Street NORTH MELBOURNE 3051",354,North Melbourne,144.94923,-37.80665
445-447 Queensberry Street NORTH MELBOURNE 3051,356,North Melbourne,144.95147,-37.80523
122-124 Peel Street NORTH MELBOURNE 3051,360,North Melbourne,144.95514,-37.80684
276 Victoria Street NORTH MELBOURNE 3051,361,North Melbourne,144.95607,-37.80744
"Ground , 595 Elizabeth Street MELBOURNE 3000",362,North Melbourne,144.95683,-37.80608
597 Elizabeth Street MELBOURNE 3000,362,North Melbourne,144.95683,-37.80603
34 Courtney Street NORTH MELBOURNE 3051,375,North Melbourne,144.95315,-37.80368
"Shop 3, 55 Flemington Road NORTH MELBOURNE 3051",377,North Melbourne,144.953,-37.80137
345 Victoria Street WEST MELBOURNE 3003,423,West Melbourne (Residential),144.94865,-37.8071
"Ground , 351 Victoria Street WEST MELBOURNE 3003",423,West Melbourne (Residential),144.94847,-37.80703
359 Victoria Street WEST MELBOURNE 3003,423,West Melbourne (Residential),144.94826,-37.80702
359 Victoria Street WEST MELBOURNE 3003,423,West Melbourne (Residential),144.94826,-37.80702
Victoria Street WEST MELBOURNE 3003,424,West Melbourne (Residential),144.95006,-37.80726
541-547 Spencer Street WEST MELBOURNE 3003,427,West Melbourne (Residential),144.94648,-37.80975
541-547 Spencer Street WEST MELBOURNE 3003,427,West Melbourne (Residential),144.94648,-37.80975
179-181 Adderley Street WEST MELBOURNE 3003,428,West Melbourne (Residential),144.94475,-37.811
70-74 Rosslyn Street WEST MELBOURNE 3003,432,West Melbourne (Residential),144.95074,-37.80939
215 Victoria Street WEST MELBOURNE 3003,434,West Melbourne (Residential),144.95294,-37.80756
173-177 Victoria Street WEST MELBOURNE 3003,435,West Melbourne (Residential),144.95429,-37.8077
Spencer Street WEST MELBOURNE 3003,440,West Melbourne (Residential),144.94844,-37.81095
433-439 Spencer Street WEST MELBOURNE 3003,443,West Melbourne (Residential),144.94853,-37.81209
357-377 Spencer Street WEST MELBOURNE 3003,444,West Melbourne (Residential),,
357-377 Spencer Street WEST MELBOURNE 3003,444,West Melbourne (Residential),,
43 Epsom Road KENSINGTON 3031,547,Kensington,144.92428,-37.79388
10 Gatehouse Drive KENSINGTON 3031,559,Kensington,144.91809,-37.79337
10 Gatehouse Drive KENSINGTON 3031,559,Kensington,144.91809,-37.79337
80 Wellington Parade EAST MELBOURNE 3002,607,East Melbourne,144.98605,-37.81799
78A Wellington Parade EAST MELBOURNE 3002,607,East Melbourne,144.98611,-37.818
"Unit 54, Ground , 90-90 Albert Street EAST MELBOURNE 3002",612,East Melbourne,144.98686,-37.81211
222 Clarendon Street EAST MELBOURNE 3002,613,East Melbourne,144.9828,-37.81142
160 Albert Street EAST MELBOURNE 3002,613,East Melbourne,144.98431,-37.81168
Wellington Parade EAST MELBOURNE 3002,619,East Melbourne,144.97914,-37.8146
366 Albert Street EAST MELBOURNE 3002,621,East Melbourne,144.97779,-37.81122
14 Lansdowne Street EAST MELBOURNE 3002,621,East Melbourne,144.97738,-37.81102
"Part Ground 0, 250-0 Victoria Parade EAST MELBOURNE 3002",621,East Melbourne,144.97856,-37.81082
"Part Ground , 1 Nicholson Street EAST MELBOURNE 3002",644,East Melbourne,144.97221,-37.81063
"Part Ground , 1 Nicholson Street EAST MELBOURNE 3002",644,East Melbourne,144.97221,-37.81063
"Part Level , 8 Nicholson Street EAST MELBOURNE 3002",644,East Melbourne,144.9723,-37.81013
"Suite 1, Ground , 100-106 Victoria Parade EAST MELBOURNE 3002",644,East Melbourne,144.97357,-37.81027
"LwrGround , 182-184 Victoria Parade EAST MELBOURNE 3002",646,East Melbourne,144.97658,-37.81059
"LwrGround , 182-184 Victoria Parade EAST MELBOURNE 3002",646,East Melbourne,144.97658,-37.81059
137 Agnes Street JOLIMONT 3002,656,East Melbourne,144.97867,-37.81844
"Shop 1, 391 St Kilda Road MELBOURNE 3004",710,Melbourne (Remainder),144.9744,-37.83712
"Shop 2, 391 St Kilda Road MELBOURNE 3004",710,Melbourne (Remainder),144.9744,-37.83712
407A St Kilda Road MELBOURNE 3004,710,Melbourne (Remainder),144.97486,-37.83779
407C-407D St Kilda Road MELBOURNE 3004,710,Melbourne (Remainder),144.97488,-37.83791
Part 557 St Kilda Road MELBOURNE 3004,724,Melbourne (Remainder),144.97961,-37.849
"Ground , 553 St Kilda Road MELBOURNE 3004",724,Melbourne (Remainder),144.97906,-37.84849
215-217 Sturt Street SOUTHBANK 3006,744,Southbank,144.96487,-37.83134
215-217 Sturt Street SOUTHBANK 3006,744,Southbank,144.96487,-37.83134
"Part Ground , 312 St Kilda Road SOUTHBANK 3006",748,Southbank,144.96937,-37.83073
"Ground , 27 Coventry Street SOUTHBANK 3006",748,Southbank,144.96878,-37.831
"Kiosk 0, Opposite 100-0 St Kilda Road SOUTHBANK 3006",752,Southbank,144.96686,-37.82258
"Part Level 5, 100 St Kilda Road SOUTHBANK 3006",752,Southbank,144.96686,-37.82258
"Part Level 5, 100 St Kilda Road SOUTHBANK 3006",752,Southbank,144.96686,-37.82258
"Podium , 60 City Road SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Shop 3, Ground , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Shop 3, Ground , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Shop 3, Ground , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Shop 12, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Shop 3, Ground , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Restaurant 2, Ground , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Restaurant 3, Upper Lvl , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Restaurant 4, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Restaurant 4, Mid Lvl , 3 Southgate Avenue SOUTHBANK 3006",753,Southbank,144.96499,-37.82234
"Part Basement , 437 St Kilda Road MELBOURNE 3004",759,Melbourne (Remainder),144.97623,-37.84074
"Ground , 457 St Kilda Road MELBOURNE 3004",759,Melbourne (Remainder),144.9767,-37.84204
"Part Ground , 499 St Kilda Road MELBOURNE 3004",760,Melbourne (Remainder),144.97776,-37.84496
"Part Ground , 505 St Kilda Road MELBOURNE 3004",760,Melbourne (Remainder),144.97792,-37.84535
"Part Ground , 505 St Kilda Road MELBOURNE 3004",760,Melbourne (Remainder),144.97792,-37.84535
"Shop 1, Ground , 517 St Kilda Road MELBOURNE 3004",760,Melbourne (Remainder),144.97797,-37.84623
66A Lorimer Street DOCKLANDS 3008,773,Docklands,144.94512,-37.82649
82-82 Lorimer Street DOCKLANDS 3008,773,Docklands,144.94365,-37.82635
92-90 Lorimer Street DOCKLANDS 3008,773,Docklands,144.94256,-37.82623
"Suite 5, 85 Turner Street PORT MELBOURNE 3207",781,Port Melbourne,144.92408,-37.82468
"Suite 4, 263-329 Lorimer Street FISHERMANS BEND 3207",785,Port Melbourne,144.90478,-37.82601
"Suite 4, 263-329 Lorimer Street FISHERMANS BEND 3207",785,Port Melbourne,144.90478,-37.82601
"Part Ground , 4 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96207,-37.82256
"Part Ground , 4 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96207,-37.82256
"Shop 4, 4 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96207,-37.82256
"Part Ground , 6 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96251,-37.82246
"Part Ground , 6 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96251,-37.82246
"Part Ground , 6 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96251,-37.82246
"Shop , Ground , 33 Southbank Boulevard SOUTHBANK 3006",801,Southbank,144.96256,-37.82355
"Shop 2, 2-50 Southbank Boulevard SOUTHBANK 3006",802,Southbank,144.96131,-37.82385
"Shop 18, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95703,-37.82479
"Shop 11, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95703,-37.82479
"Shop 1, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95703,-37.82479
"Shop 10, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95703,-37.82479
"Shop 19, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95703,-37.82479
"Unit 35, 109 Queens Bridge Street SOUTHBANK 3006",808,Southbank,144.95945,-37.82655
"Suite 9, 89-91 City Road SOUTHBANK 3006",812,Southbank,144.9638,-37.82419
"Restaurant ,  Alexandra Avenue MELBOURNE 3004",852,Melbourne (Remainder),144.97937,-37.83196
Alexandra Avenue MELBOURNE 3004,852,Melbourne (Remainder),144.97937,-37.83196
181 Domain Road SOUTH YARRA 3141,861,South Yarra,144.98072,-37.83595
65W Toorak Road SOUTH YARRA 3141,866,South Yarra,144.97872,-37.83971
65W Toorak Road SOUTH YARRA 3141,866,South Yarra,144.97872,-37.83971
"Shop 2, 55 Commercial Road MELBOURNE 3004",870,Melbourne (Remainder),144.98149,-37.84823
"Shop 2, 55 Commercial Road MELBOURNE 3004",870,Melbourne (Remainder),144.98149,-37.84823
1F Grattan Street PARKVILLE 3050,920,Parkville,144.95446,-37.80027
1F Grattan Street PARKVILLE 3050,920,Parkville,144.95446,-37.80027
"Shop , 77 Story Street PARKVILLE 3052",921,Parkville,144.95475,-37.7991
"Ground , 50 Flemington Road PARKVILLE 3052",931,Parkville,144.94949,-37.79656
Part 10 Brens Drive PARKVILLE 3052,931,Parkville,144.94638,-37.78699
"Restaurant ,  Elliott Avenue PARKVILLE 3052",931,Parkville,144.95062,-37.78584
"Restaurant ,  Elliott Avenue PARKVILLE 3052",931,Parkville,144.95062,-37.78584
542 Footscray Road WEST MELBOURNE 3003,1006,West Melbourne (Industrial),144.92264,-37.80825
"Part Ground 0, 99-0 Spencer Street DOCKLANDS 3008",1101,Docklands,144.95087,-37.81944
"Shop 213, Level 1, 163-261 Spencer Street DOCKLANDS 3008",1101,Docklands,144.94925,-37.81615
140 Harbour Esplanade DOCKLANDS 3008,1103,Docklands,144.94615,-37.81812
"Shop 2, 800 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94376,-37.82049
"Shop 7, 800 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94376,-37.82049
"Shop 8, 800 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94376,-37.82049
"Tenancy 6, 50 Rakaia Way DOCKLANDS 3008",1109,Docklands,144.93991,-37.81623
"Tenancy 11, 17-19 Rakaia Way DOCKLANDS 3008",1109,Docklands,144.93991,-37.81623
28 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94086,-37.816
28 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94086,-37.816
42 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94086,-37.816
66 Caravel Lane DOCKLANDS 3008,1109,Docklands,144.93936,-37.81656
55A Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.9401,-37.81698
4-16 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.9423,-37.81544
10-16 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.9423,-37.81544
"Shop 14, 427-0 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93799,-37.81687
"Vault 1,  Princes Walk MELBOURNE 3000",6,Melbourne (CBD),144.96735,-37.82031
"Vault 1,  Princes Walk MELBOURNE 3000",6,Melbourne (CBD),144.96735,-37.82031
"Tenancy 22, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96851,-37.81943
"Tenancy 22, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96851,-37.81943
"Tenancy 21, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96851,-37.81943
"Tenancy 20, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96851,-37.81943
"Tenancy 20, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96851,-37.81943
"Tenancy 30, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96851,-37.81943
566 Flinders Street MELBOURNE 3000,11,Melbourne (CBD),144.95402,-37.82235
"Shop 1, Ground , 474 Flinders Street MELBOURNE 3000",12,Melbourne (CBD),144.95696,-37.82137
452 Flinders Street MELBOURNE 3000,12,Melbourne (CBD),144.95728,-37.8211
10 King Street MELBOURNE 3000,12,Melbourne (CBD),144.95632,-37.82156
"Shop 3, 15 William Street MELBOURNE 3000",12,Melbourne (CBD),144.95788,-37.82093
"Shop 3, 15 William Street MELBOURNE 3000",12,Melbourne (CBD),144.95788,-37.82093
"Unit 1, 29 Market Street MELBOURNE 3000",13,Melbourne (CBD),144.95911,-37.82028
"Unit 2, 1 Phillip Court FISHERMANS BEND 3207",786,Port Melbourne,144.92087,-37.82606
"Unit 3, 1 Phillip Court FISHERMANS BEND 3207",786,Port Melbourne,144.92087,-37.82606
Part 2 West Gate Freeway PORT MELBOURNE 3207,788,Port Melbourne,144.91855,-37.83103
"Unit 2, 42-46 Sabre Drive FISHERMANS BEND 3207",790,Port Melbourne,144.90634,-37.82798
"Part Ground , 6 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96383,-37.82083
"Part Ground , 6 Riverside Quay SOUTHBANK 3006",801,Southbank,144.96383,-37.82083
"Shop 8, 3 Freshwater Place SOUTHBANK 3006",802,Southbank,144.96218,-37.82172
"Shop 18, 3 Freshwater Place SOUTHBANK 3006",802,Southbank,144.96218,-37.82172
"Shop 4, 3-9 Freshwater Place SOUTHBANK 3006",802,Southbank,144.96218,-37.82172
"Shop 12, 3 Freshwater Place SOUTHBANK 3006",802,Southbank,144.96218,-37.82172
"Shop 1, 3-9 Freshwater Place SOUTHBANK 3006",802,Southbank,144.96218,-37.82172
"Shop 2, 2 Southbank Boulevard SOUTHBANK 3006",802,Southbank,144.96262,-37.82222
"Shop 21, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 22, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 5, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 10, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 46, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 11, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 11, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 19, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Shop 19, Ground , 8 Whiteman Street SOUTHBANK 3006",803,Southbank,144.95834,-37.82316
"Ground , 12 Kavanagh Street SOUTHBANK 3006",812,Southbank,144.96626,-37.82261
"Ground , 12 Kavanagh Street SOUTHBANK 3006",812,Southbank,144.96626,-37.82261
"Unit 6, 171 Domain Road SOUTH YARRA 3141",861,South Yarra,144.9817,-37.83432
"Shop 2, 55 Commercial Road MELBOURNE 3004",870,Melbourne (Remainder),144.98282,-37.84657
"Part Ground , 399 Royal Parade PARKVILLE 3052",904,Parkville,144.95868,-37.78398
"Part Ground , 369 Royal Parade PARKVILLE 3052",906,Parkville,144.95856,-37.78493
"Part Ground , 369 Royal Parade PARKVILLE 3052",906,Parkville,144.95856,-37.78493
"Unit 1, 62-0 Cade Way PARKVILLE 3052",928,Parkville,144.93913,-37.77619
"Unit 1, 62-0 Cade Way PARKVILLE 3052",928,Parkville,144.93913,-37.77619
"Part Ground , 50 Flemington Road PARKVILLE 3052",931,Parkville,144.95021,-37.79355
"Part Ground , 50 Flemington Road PARKVILLE 3052",931,Parkville,144.95021,-37.79355
Part 10 Brens Drive PARKVILLE 3052,931,Parkville,144.94768,-37.78533
"Shop 77, 542 Footscray Road WEST MELBOURNE 3003",1006,West Melbourne (Industrial),144.92332,-37.80659
"Shop 1, 542 Footscray Road WEST MELBOURNE 3003",1006,West Melbourne (Industrial),144.92332,-37.80659
450 Footscray Road WEST MELBOURNE 3003,1006,West Melbourne (Industrial),144.93039,-37.80789
"Part Ground , 33 Spencer Street DOCKLANDS 3008",1101,Docklands,144.9542,-37.82018
"Ground , 167 Spencer Street DOCKLANDS 3008",1101,Docklands,144.95056,-37.81451
"Shop 201, Level 1, 163-261 Spencer Street DOCKLANDS 3008",1101,Docklands,144.95056,-37.81451
"Shop 219, Level 1, 163-261 Spencer Street DOCKLANDS 3008",1101,Docklands,144.95056,-37.81451
"Part Ground 0, 655-0 Collins Street DOCKLANDS 3008",1101,Docklands,144.95272,-37.81985
"Part Ground 0, 655-0 Collins Street DOCKLANDS 3008",1101,Docklands,144.95272,-37.81985
"Part Ground , 192 Harbour Esplanade DOCKLANDS 3008",1102,Docklands,144.94557,-37.81398
"Part Ground , 1010 La Trobe Street DOCKLANDS 3008",1102,Docklands,144.94538,-37.81455
"Shop 18, Part Level 4, 100 Harbour Esplanade DOCKLANDS 3008",1103,Docklands,144.94735,-37.81813
"Shop 1, Level 4, 750 Bourke Street DOCKLANDS 3008",1103,Docklands,144.94735,-37.81813
768A Bourke Street DOCKLANDS 3008,1103,Docklands,144.94735,-37.81813
"Shop 7, Level 4, 744 Bourke Street DOCKLANDS 3008",1103,Docklands,144.94735,-37.81813
79 Bourke Street DOCKLANDS 3008,1104,Docklands,144.94799,-37.81938
763 Waterview Walk DOCKLANDS 3008,1104,Docklands,144.94799,-37.81938
"Shop , Part Level 5, 700 Collins Street DOCKLANDS 3008",1105,Docklands,144.95086,-37.81949
Bourke Street DOCKLANDS 3008,1105,Docklands,144.94907,-37.8192
"Tenancy 2, 800 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94508,-37.81885
"Shop 8, 800 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94508,-37.81885
"Shop 8, 800 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94508,-37.81885
"Shop 4, 818-828 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94397,-37.81927
"Kiosk 1, 67-843 Bourke Street DOCKLANDS 3008",1108,Docklands,144.94346,-37.82045
"Shop 18, 833-0 Collins Street DOCKLANDS 3008",1108,Docklands,144.94564,-37.82192
28 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94217,-37.81436
23 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94217,-37.81436
36 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94217,-37.81436
62 Caravel Lane DOCKLANDS 3008,1109,Docklands,144.94067,-37.81492
70 Caravel Lane DOCKLANDS 3008,1109,Docklands,144.94067,-37.81492
66 Caravel Lane DOCKLANDS 3008,1109,Docklands,144.94067,-37.81492
"Restaurant 1, 45 Newquay Promenade DOCKLANDS 3008",1109,Docklands,144.94184,-37.81515
55A Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94142,-37.81535
55A Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94142,-37.81535
25 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94275,-37.81473
4-6 Newquay Promenade DOCKLANDS 3008,1109,Docklands,144.94369,-37.81381
"Shop 14, 427 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Shop 15, 427 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Shop 119, Level 1, 427 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Shop 17, 427 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Shop 17, 427 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Shop 16, 439 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Shop 16, 439 Docklands Drive DOCKLANDS 3008",1109,Docklands,144.93931,-37.81524
"Ground , 10-37 Star Crescent DOCKLANDS 3008",1110,Docklands,144.93785,-37.81338
"Ground , 2 Star Circus DOCKLANDS 3008",1110,Docklands,144.93785,-37.81338
"Ground , 1 Star Circus DOCKLANDS 3008",1110,Docklands,144.93785,-37.81338
"Ground , 3-5 Star Circus DOCKLANDS 3008",1110,Docklands,144.93785,-37.81338
185-0 Boundary Road NORTH MELBOURNE 3051,2381,North Melbourne,144.93948,-37.78875
31 Melrose Street NORTH MELBOURNE 3051,2392,North Melbourne,144.9414,-37.79502
520 Macaulay Road KENSINGTON 3031,2523,Kensington,144.92876,-37.79405
512 Macaulay Road KENSINGTON 3031,2524,Kensington,144.92914,-37.79408
202 Bellair Street KENSINGTON 3031,2524,Kensington,144.93018,-37.79426
192 Bellair Street KENSINGTON 3031,2524,Kensington,144.93005,-37.79405
190 Bellair Street KENSINGTON 3031,2524,Kensington,144.93006,-37.79396
188 Bellair Street KENSINGTON 3031,2524,Kensington,144.92999,-37.79393
174 Bellair Street KENSINGTON 3031,2524,Kensington,144.92993,-37.79361
26 Spencer Street MELBOURNE 3000,1,Melbourne (CBD),144.95664,-37.8216
26 Spencer Street MELBOURNE 3000,1,Melbourne (CBD),144.95664,-37.8216
"Vault 1,  Princes Walk MELBOURNE 3000",6,Melbourne (CBD),144.96865,-37.81868
"Tenancy 22, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 8, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 3, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 3, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 3, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 21, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 29, Level 1, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Tenancy 25, 2 Swanston Street MELBOURNE 3000",6,Melbourne (CBD),144.96994,-37.81778
"Part Ground , 517 Flinders Lane MELBOURNE 3000",11,Melbourne (CBD),144.95649,-37.81988
